ct_name,ct_id,TotalPop,Female,Male,AgeU5,Age517,Age1824,Age2534,Age3544,Age4554,Age5559,Age6061,Age6264,Age6574,Age75P,BornInState,BornInOtherState,NativeBornOutOfUS,ForeignBornNaturalized,ForeignBornNonCitizen,White,Black,Asian,OtherRace,Hispanic,TwoOrMore,MedHouseIncome,MedHousingCost,MedHouseValue,MedRentAsIncomePct,GINI,SexRatio,Age6064,AgeOld,Veteran,HI_PrivateInsured,HI_PublicInsured,HI_Insured,NoSchool,LessThanHS,HSGrad,SomeColl,Bach,Master,Prof,Doc,AtLeastBachelor,PopPerHousing,VacentUnits,OwnerOccupied,RenterOccupied,BelowHalfPoverty,BelowPoverty,BelowTwoPoverty,AboveTwoPoverty,PubAssist,UnempRate,ChildInNeed,ChildInNeed_SingleParent,ChildInNeed_SingleMom,ChildInNeed_Nonfamily,EthHet,HH_MarriedCouple,HH_SingleHead,HH_MaleHead,HH_FemaleHead,HH_Nonfamily,HH_LiveAlone,HH_NotAlone,GrandHead,land_area,PopDen
"Census Tract 409, Cabarrus County, North Carolina",37025040900,2105,0.48693586698337293,0.5130641330166271,0.05985748218527316,0.14726840855106887,0.10498812351543943,0.12066508313539193,0.1505938242280285,0.14394299287410928,0.056057007125890734,0.029453681710213776,0.028978622327790974,0.11211401425178147,0.04608076009501188,0.5401425178147269,0.35819477434679337,0.007600950118764846,0.0166270783847981,0.07743467933491686,0.7206650831353919,0.12589073634204276,0.007600950118764846,0,0.12921615201900238,0.0166270783847981,44750,799,127500,0.27399999999999997,0.3871,0.9490740740740741,2.7758814269835987e-5,0.2166270783847981,0.06351108448172559,0.6907363420427554,0.3125890736342043,0.8669833729216152,0.014502762430939226,0.10773480662983426,0.30179558011049723,0.31284530386740333,0.15814917127071823,0.08011049723756906,0.024861878453038673,0.014502762430939226,0.2776243093922652,3.919925512104283,0.37485448195576254,0.6251455180442375,0.37485448195576254,0.040380047505938245,0.1833729216152019,0.3695961995249406,0.6304038004750594,0.017462165308498253,0.07557603686635944,0.04357798165137615,0.03211009174311927,0.03211009174311927,0,0.447762312331797,0.3958090803259604,0.19674039580908032,0.06984866123399301,0.12689173457508732,0.4074505238649593,0.3259604190919674,0.08149010477299184,0.010924981791697014,3051231,689.8854921177715
"Census Tract 410, Cabarrus County, North Carolina",37025041000,6355,0.5498033044846578,0.45019669551534225,0.1016522423288749,0.2017309205350118,0.08575924468922108,0.15987411487018097,0.08591660110149489,0.13737214791502753,0.056490952006294254,0.00896931549960661,0.05192761605035405,0.05035405192761605,0.05995279307631786,0.6896931549960661,0.23713611329661682,0.002989771833202203,0,0.07018095987411486,0.6081825334382376,0.22564909520062942,0,0.0034618410700236035,0.15169158143194336,0.011014948859166011,29795,725,100800,0.42,0.431,1.2212513107305139,9.582522667184998e-6,0.17120377655389457,0.0734131466004066,0.3943372350521987,0.4542866181588105,0.7437519772223979,0.021895929933024215,0.21792890262751158,0.3745492014425554,0.32457496136012365,0.04559505409582689,0.030139103554868624,0.0036063884595569293,0.0036063884595569293,0.0829469345698094,5.730387736699729,0.5046895935685574,0.4953104064314426,0.5046895935685574,0.1586821582046793,0.29715104249562313,0.6261340124144517,0.3738659875855483,0.03974988834301027,0.10408781226343679,0.5492738589211619,0.2966804979253112,0.2889004149377593,0,0.5560528425364962,0.39883876730683343,0.30951317552478785,0.05002233139794551,0.2594908441268423,0.2916480571683787,0.2782492184010719,0.013398838767306834,0.08226691042047532,8441196,752.8554010592811
"Census Tract 411, Cabarrus County, North Carolina",37025041100,7415,0.5375590020229265,0.4624409979770735,0.07889413351314903,0.16925151719487525,0.07403910991233985,0.14511126095751856,0.17950101146325018,0.12151045178691841,0.052596089008766014,0.019150370869858394,0.05745111260957519,0.0729602157788267,0.029534726904922454,0.5715441672285907,0.38273769386378964,0.01901550910316925,0.014025623735670937,0.0126770060687795,0.7256911665542819,0.17194875252865813,0.016992582602832096,0.004315576534052596,0.06972353337828725,0.011328388401888064,58504,1118,147500,0.273,0.4153,1.1624380285797609,1.033061139304566e-5,0.17909642616318275,0.13183856502242153,0.7410509253005538,0.2050520059435364,0.8538430366067811,0.01054516514126542,0.07640270592916833,0.24890569040986868,0.4401114206128134,0.1788698766414644,0.045762037405491444,0.005571030640668524,0.004377238360525269,0.23458018304814965,4.184537246049661,0.33258003766478345,0.6674199623352166,0.33258003766478345,0.042619825708061,0.13221677559912853,0.26974400871459697,0.7302559912854031,0.024858757062146894,0.0659757330637007,0.11159737417943107,0.07658643326039387,0.020787746170678335,0,0.4385088817340512,0.5932203389830508,0.12429378531073447,0.04256120527306968,0.08173258003766479,0.2824858757062147,0.21657250470809794,0.06591337099811675,0.019675675675675675,10018196,740.1532172059719
"Census Tract 412, Cabarrus County, North Carolina",37025041200,6790,0.47216494845360824,0.5278350515463918,0.0646539027982327,0.17628865979381445,0.11045655375552282,0.1182621502209131,0.08350515463917525,0.22930780559646538,0.06215022091310751,0.015022091310751105,0.0203240058910162,0.06921944035346098,0.0508100147275405,0.5608247422680412,0.3977908689248895,0.005596465390279823,0.023711340206185566,0.01207658321060383,0.7294550810014727,0.16038291605301916,0.028276877761413844,0,0.05022091310751105,0.03166421207658321,49120,843,171400,0.265,0.511,0.89453125,5.205610780819927e-6,0.15537555228276878,0.08672875436554132,0.7758468335787924,0.24580265095729012,0.9100147275405007,0.010217983651226158,0.1080835603996367,0.28133514986376024,0.3410535876475931,0.15077202543142598,0.08832879200726612,0.02293369663941871,0.007493188010899182,0.26952770208901,4.452459016393442,0.4264761188416698,0.5735238811583302,0.4264761188416698,0.11089837997054491,0.1584683357879234,0.32857142857142857,0.6714285714285714,0.01805189921022941,0.12096989075406342,0.13080684596577016,0.07334963325183375,0.04706601466992665,0,0.43784826078374806,0.4505453177886424,0.22226400902594962,0.11094396389620158,0.11132004512974802,0.32719067318540807,0.26288078224896577,0.06430989093644227,0.013120658605608439,48813449,139.1010088223842
"Census Tract 413.01, Cabarrus County, North Carolina",37025041301,4723,0.5206436586915096,0.47935634130849036,0.04975651069235655,0.24475968663984757,0.07389371162396782,0.09506669489731102,0.19521490578022443,0.1316959559601948,0.04636883336862164,0.020326063942409486,0.03747618039381749,0.0652127884818971,0.04022866821935211,0.5386406944738513,0.41393182299385983,0.007622273978403557,0.023925471098877833,0.01587973745500741,0.7370315477450773,0.1410120686004658,0.019479144611475756,0.016091467287740843,0.05123861952149058,0.035147152233749736,88750,1207,245e3,0.22,0.4133,1.08613074204947,1.2238459524926313e-5,0.16324370103747618,0.05732292917166867,0.8052196053469128,0.20475281137279863,0.9149161892637386,0,0.09084813945692256,0.2514247401944351,0.3043915521287295,0.26952732148843445,0.06302380154207174,0.015755950385517935,0.005028494803888703,0.3533355682199128,3.7424722662440573,0.17838541666666666,0.8216145833333334,0.17838541666666666,0.03819223424570337,0.09739019732654361,0.17441120305537874,0.8255887969446213,0.026692708333333332,0.10276997189883581,0.18691588785046728,0.018691588785046728,0.018691588785046728,0,0.43240100330263564,0.7194010416666666,0.0703125,0.01171875,0.05859375,0.21028645833333334,0.15625,0.054036458333333336,0.013114754098360656,37314207,126.57377389796868
"Census Tract 413.02, Cabarrus County, North Carolina",37025041302,8018,0.5099775505113494,0.49002244948865054,0.0924170616113744,0.2636567722624096,0.023571963083063106,0.15178348715390372,0.183711648790222,0.1565228236467947,0.03691693689199302,0.0054876527812422055,0.021202294836617612,0.048016961835869294,0.016712397106510353,0.36904464953853827,0.4898977301072587,0.01608880019955101,0.06722374657021701,0.05774507358443502,0.6762284859067099,0.17298578199052134,0.0841855824395111,0,0.060488899975056125,0.006111249688201546,86004,1555,232800,0.261,0.3735,1.0407228302367013,3.3287537562808454e-6,0.09141930656023947,0.11969785008715862,0.8578199052132701,0.10813170366674982,0.9199301571464206,0,0.019702452754322478,0.20928829915560918,0.3313228789706474,0.32127060715721756,0.10695617209489344,0.008041817450743867,0.003417772416566144,0.43968636911942105,3.4740034662045063,0.1210967250571211,0.8789032749428789,0.1210967250571211,0.014467448241456722,0.033300074831628834,0.1530306809678224,0.8469693190321776,0,0.05165959570751186,0.09947460595446585,0,0,0,0.502007487393823,0.736100533130236,0.12604722010662606,0.021706016755521706,0.10434120335110435,0.13785224676313784,0.11233815689261234,0.025514089870525513,0.01730852444829078,20646008,388.35594755170104
"Census Tract 413.03, Cabarrus County, North Carolina",37025041303,8909,0.5220563475137502,0.47794365248624987,0.08250084184532495,0.26804355146481085,0.04557189359075092,0.0777865080255921,0.26815579750813784,0.14131776854865866,0.02054102592883601,0.003816365473117073,0.022449208665394543,0.044786171287462116,0.025030867661914917,0.31877876304860253,0.510158266921091,0.004489841733078909,0.07127623751262768,0.09529689078459984,0.5898529576832416,0.17645078011000112,0.1592771354809743,0,0.055112807273543604,0.019306319452239307,107191,1783,286800,0.228,0.3705,1.092296852982621,2.948206772759189e-6,0.09608261308788865,0.047701348081576216,0.9042541250420922,0.08822539005500056,0.9454484229430913,0,0.02211895910780669,0.09535315985130112,0.21115241635687731,0.46970260223048327,0.17267657992565055,0.01412639405204461,0.01486988847583643,0.6713754646840149,4.088572739788894,0.21164978292329956,0.7883502170767004,0.21164978292329956,0.008094435075885328,0.013041034288926364,0.08139404159640247,0.9186059584035975,0,0.05926087907281872,0.07012487992315082,0.01633045148895293,0.01633045148895293,0,0.5921592491275167,0.742040520984081,0.09044862518089725,0.006512301013024602,0.08393632416787265,0.1675108538350217,0.1675108538350217,0,0,20673867,430.93050758235023
"Census Tract 415.01, Cabarrus County, North Carolina",37025041501,10460,0.5259082217973231,0.47409177820267684,0.05344168260038241,0.2756214149139579,0.07122370936902486,0.1,0.15497131931166347,0.15439770554493307,0.056978967495219884,0.013766730401529637,0.02390057361376673,0.06233269598470363,0.03336520076481836,0.45650095602294455,0.48135755258126195,0.0025812619502868068,0.03470363288718929,0.0248565965583174,0.7433078393881453,0.1675908221797323,0.05630975143403442,0.004875717017208413,0.021797323135755258,0.006118546845124283,85409,1552,258700,0.23600000000000002,0.3312,1.1092962290784432,3.601080689798888e-6,0.13336520076481836,0.10507454128440367,0.8349011326550202,0.17383374928009215,0.9136110577846036,0.008130081300813009,0.042244540092459745,0.1951219512195122,0.33875338753387535,0.25809022796110315,0.14761677028534992,0.010202454965726127,0.007970667941973538,0.42388012115415274,3.4739289272666887,0.06257783312577833,0.9374221668742216,0.06257783312577833,0.04071614207334681,0.07527192222543075,0.1372605640581384,0.8627394359418615,0.002801992528019925,0.06125327422929679,0.1031377106333527,0.04503195816385822,0.04503195816385822,0,0.4156996515908734,0.7839352428393525,0.12391033623910336,0.020859277708592777,0.10305105853051058,0.0921544209215442,0.08188044831880448,0.010273972602739725,0.006532576929688843,27666011,378.08124922671357
"Census Tract 415.02, Cabarrus County, North Carolina",37025041502,6522,0.5081263416130022,0.49187365838699787,0.05228457528365532,0.21235817233977308,0.06915056731064091,0.09567617295308188,0.15854032505366453,0.15869365225390986,0.09429622815087396,0.030665440049064702,0.03235203925176326,0.052897884084636616,0.04308494326893591,0.5648574057037719,0.33670653173873044,0.01701931922723091,0.03449862005519779,0.046918123275068994,0.7571297148114076,0.11882858019012572,0.026372278442195647,0.005519779208831647,0.07881018092609629,0.013339466421343146,70455,1068,215e3,0.245,0.4354,1.0330423940149627,9.662293667713578e-6,0.1590003066544005,0.05379482902418682,0.7014719411223551,0.24486353879178166,0.8603189205765103,0,0.07088607594936709,0.2345224395857307,0.3804372842347526,0.22623705408515535,0.07548906789413118,0.005753739930955121,0.0066743383199079406,0.31415420023014956,3.4093047569262938,0.1775580395528805,0.8224419604471195,0.1775580395528805,0.10196258816314015,0.16130021465808034,0.23934375958295,0.7606562404170499,0,0.10054844606946983,0.22885283893395134,0.042294322132097335,0.042294322132097335,0,0.40551941246483836,0.6766981943250215,0.15606190885640583,0.05417024935511608,0.10189165950128977,0.16723989681857265,0.13714531384350817,0.03009458297506449,0,37109394,175.75064685777406
"Census Tract 416.01, Cabarrus County, North Carolina",37025041601,8013,0.4773493073755148,0.5226506926244852,0.030450517908398853,0.16885061774616247,0.10420566579308624,0.06214900786222389,0.1558717084737302,0.17534007238237864,0.0787470360663921,0.037439161362785474,0.04867090977162111,0.0861100711344066,0.05216523149881443,0.6654186946212405,0.30126045176588045,0,0.01759640584050917,0.0157244477723699,0.8774491451391488,0.0430550355672033,0.010482965181579932,1.2479720454261825e-4,0.0526644203169849,0.016223636590540373,60394,930,183800,0.20800000000000002,0.3758,0.9133237822349571,1.0746296160539945e-5,0.22438537376762757,0.08071328015016424,0.7136591478696742,0.27030075187969926,0.881203007518797,0.003941945887833721,0.10159469629098727,0.3861315176491668,0.3144597742340082,0.16466583049632683,0.025981006987994982,0.004121125246371618,0.003046049095144239,0.1978140118258377,3.252029220779221,0.1253106141285055,0.8746893858714945,0.1253106141285055,0.019691458673021446,0.06333876834315816,0.2578703123040261,0.7421296876959739,0.029818956336528223,0.06211041852181656,0.12146003775959723,0.024543738200125866,0.024543738200125866,0,0.22508260592199725,0.6567270145544906,0.10720624778132766,0.05040823571175009,0.05679801206957757,0.23606673766418176,0.19346822861199858,0.042598509052183174,0.01967089086438434,144596823,55.41615530515494
"Census Tract 416.02, Cabarrus County, North Carolina",37025041602,3036,0.5095520421607378,0.4904479578392622,0.04743083003952569,0.13899868247694336,0.0862977602108037,0.13636363636363635,0.13175230566534915,0.16073781291172595,0.10408432147562582,0.033267457180500656,0.038537549407114624,0.07905138339920949,0.043478260869565216,0.674901185770751,0.29677206851119897,0.006258234519104084,0.007246376811594203,0.014822134387351778,0.8909749670619236,0.034255599472990776,0,0.006587615283267457,0.050724637681159424,0.01745718050065876,57889,945,168200,0.305,0.5025,1.0389523169912693,2.3651187940584744e-5,0.19433465085638998,0.06194331983805668,0.689064558629776,0.3115942028985507,0.8840579710144928,0.007246376811594203,0.1431159420289855,0.348731884057971,0.276268115942029,0.1634963768115942,0.049365942028985504,0.014945652173913044,0.004076086956521739,0.2318840579710145,3.1823899371069184,0.1497326203208556,0.8502673796791443,0.1497326203208556,0.04154302670623145,0.05539070227497527,0.3333333333333333,0.6666666666666666,0.0142602495543672,0.09721362229102168,0.22791519434628976,0.11837455830388692,0.0989399293286219,0,0.20206902327971232,0.6149732620320856,0.12121212121212122,0.057932263814616754,0.06327985739750445,0.2638146167557932,0.24242424242424243,0.0213903743315508,0.01676829268292683,57691096,52.625105267544235
